N;mark;year;mileage;vol_engine;price
71668;toyota;2018;43820;1798;92000
71669;toyota;2017;42033;1197;82000
71670;toyota;2018;64000;1798;105000
71671;toyota;2022;1;1798;122700
71672;toyota;2022;1;1987;131400
71673;toyota;2022;1;1798;114900
71674;toyota;2016;45148;1197;69500
71675;toyota;2019;9800;1798;112900
71676;toyota;2017;57270;1197;79000
71677;toyota;2016;80100;1798;89500
71678;toyota;2017;46000;1197;75000
71679;toyota;2017;32002;1197;93900
71680;toyota;2016;115750;1800;89900
71681;toyota;2020;24028;1197;92900
71682;toyota;2020;23700;1798;114900
71683;toyota;2018;55138;1197;84900
71684;toyota;2016;85456;1797;82500
71685;toyota;2018;41324;1797;95850
71686;toyota;2018;69525;1798;106900
71687;toyota;2018;48258;1197;89850
71688;toyota;2019;47600;1197;88888
71689;toyota;2017;74627;1797;94800
71690;toyota;2020;26050;1197;96900
71691;toyota;2019;43290;1797;103900
71692;toyota;2016;96865;1798;88900
71693;toyota;2020;17281;1197;91900
71694;toyota;2018;17899;1798;107900
71695;toyota;2020;16779;1197;93800
71696;toyota;2017;135690;1797;85900
71697;toyota;2017;78200;1798;94900
71698;toyota;2021;6;1798;123500
71699;toyota;2017;31000;1798;84900
71700;toyota;2016;59401;1197;90000
71701;toyota;2019;19000;1798;88700
71702;toyota;2018;21000;1197;79900
71703;toyota;2016;29600;1798;86900
71704;toyota;2020;13800;1987;130000
71705;toyota;2018;32000;1197;82900
71706;toyota;2019;54000;1798;96700
71707;toyota;2018;69600;1200;80900
71708;toyota;2017;85150;1798;82900
71709;toyota;2018;54200;1798;91300
71710;toyota;2017;57000;1798;86800
71711;toyota;2017;107115;1197;83900
71712;toyota;2018;25000;1197;79800
71713;toyota;2020;12496;1987;131900
71714;toyota;2020;33866;1987;135900
71715;toyota;2017;204970;1798;73899
71716;toyota;2016;35413;1197;79900
71717;toyota;2019;16273;1197;93900
71718;toyota;2019;20518;1987;129900
71719;toyota;2019;31540;1797;102900
71720;toyota;2018;76398;1798;97900
71721;toyota;2021;1;1798;119600
71722;toyota;2022;1;1987;133332
71723;toyota;2022;1;1987;133332
71724;toyota;2018;54913;1197;89900
71725;toyota;2018;37600;1197;82900
71726;toyota;2021;1;1798;123499
71727;toyota;2019;102000;1798;94900
71728;toyota;2019;70500;1798;96800
71729;toyota;2016;88000;1197;77900
71730;toyota;2017;21667;1798;89999
71731;toyota;2018;45000;1798;105480
71732;toyota;2017;41504;1197;78000
71733;toyota;2017;32429;1798;98000
71734;toyota;2017;42033;1197;82000
71735;toyota;2020;9189;1987;131900
71736;toyota;2017;30103;1197;76000
71737;toyota;2018;45000;1798;105780
71738;toyota;2018;48701;1797;97400
71739;toyota;2020;10916;1987;135900
71740;toyota;2020;10300;1798;121900
71741;toyota;2019;25851;1197;89900
71742;toyota;2019;22900;1798;97000
71743;toyota;2019;19300;1798;98000
71744;toyota;2021;1900;1987;129000
71745;toyota;2016;70613;1197;74900
71746;toyota;2017;80669;1798;88200
71747;toyota;2022;1;1798;135700
71748;toyota;2018;118392;1798;89899
71749;toyota;2022;1;1798;121700
71750;toyota;2022;1;1798;135700
71751;toyota;2019;67000;1197;75900
71752;toyota;2020;19000;1798;123900
71753;toyota;2022;1;1987;141100
71754;toyota;2018;118300;1798;86000
71755;toyota;2022;1;1798;121700
71756;toyota;2018;41509;1797;97900
71757;toyota;2018;54266;1197;83900
71758;toyota;2017;87865;1197;80000
71759;toyota;2018;52220;1798;105900
71760;toyota;2022;1;1987;130400
71761;toyota;2018;56400;1198;82900
71762;toyota;2017;71140;1798;89000
71763;toyota;2018;30000;1798;84900
71764;toyota;2021;1;1798;125337
71765;toyota;2021;1;1798;138602
71766;toyota;2019;28600;1197;88900
71767;toyota;2017;54300;1798;79900
71768;toyota;2016;118675;1797;86900
71769;toyota;2019;48901;1197;86900
71770;toyota;2020;21892;1197;99900
71771;toyota;2018;98626;1798;105900
71772;toyota;2021;3;1987;145800
71773;toyota;2022;1;1987;144400
71774;toyota;2019;25000;1798;95500
71775;toyota;2018;35112;1197;84900
71776;toyota;2020;6900;1987;103500
71777;toyota;2018;41000;1197;83900
71778;toyota;2019;24957;1197;89900
71779;toyota;2018;115000;1798;74900
71780;toyota;2017;54593;1798;84500
71781;toyota;2018;27045;1798;99999
71782;toyota;2018;54266;1197;83900
71783;toyota;2022;1;1798;138602
71784;toyota;2020;29954;1798;108900
71785;toyota;2021;1;1798;113253
71786;toyota;2016;88000;1197;77000
71787;toyota;2017;127945;1798;81000
71788;toyota;2022;1;1798;113900
71789;toyota;2019;12000;2000;89900
71790;toyota;2016;79185;1197;74900
71791;toyota;2018;85000;1197;72900
71792;toyota;2022;1;1987;131100
71793;toyota;2020;12500;1998;99900
71794;toyota;2018;70000;1798;81100
71795;toyota;2018;70000;1798;90000
71796;toyota;2017;65000;1798;93800
71797;toyota;2018;31000;1798;97000
71798;toyota;2016;47900;1798;86900
71799;toyota;2017;42200;1197;88000
71800;toyota;2020;19798;1197;91900
71801;toyota;2016;65168;1197;79950
71802;toyota;2018;99752;1798;98949
71803;toyota;2021;1;1987;130380
71804;toyota;2020;32869;1798;114900
71805;toyota;2019;10800;1197;81900
71806;toyota;2021;1;1798;107748
71807;toyota;2019;43729;1798;106900
71808;toyota;2018;86759;1798;104900
71809;toyota;2020;9824;1197;97500
71810;toyota;2017;42100;1798;89500
71811;toyota;2018;71700;1800;85000
71812;toyota;2019;19562;1798;104900
71813;toyota;2019;50116;1798;109900
71814;toyota;2018;41851;1797;95900
71815;toyota;2022;1;1987;144400
71816;toyota;2020;4473;1987;139850
71817;toyota;2019;35000;1798;105000
71818;toyota;2019;24066;1798;107900
71819;toyota;2021;1;1798;131800
71820;toyota;2018;71839;1798;106900
71821;toyota;2022;1;1798;122700
71822;toyota;2018;37000;1798;103845
71823;toyota;2018;31910;1797;98900
71824;toyota;2018;58650;1197;89000
71825;toyota;2021;1;1798;135000
71826;toyota;2018;83548;1798;109700
71827;toyota;2018;45993;1798;100000
71828;toyota;2017;40588;1197;75900
71829;toyota;2018;53612;1197;83900
71830;toyota;2017;84700;1798;99900
71831;toyota;2018;56554;1798;94900
71832;toyota;2018;31559;1798;100000
71833;toyota;2021;1;1798;121800
71834;toyota;2018;26654;1798;107900
71835;toyota;2016;56440;1798;85900
71836;toyota;2021;1;1798;103700
71837;toyota;2020;27978;1798;114900
71838;toyota;2017;40843;1197;82900
71839;toyota;2020;17288;1197;91900
71840;toyota;2017;60235;1797;86900
71841;toyota;2018;94800;1798;109900
71842;toyota;2018;106040;1798;84900
71843;toyota;2021;1;1798;117870
71844;toyota;2016;116391;1197;76900
71845;toyota;2022;5;1987;128100
71846;toyota;2017;23181;1197;81500
71847;toyota;2018;25009;1197;87900
71848;toyota;2022;1;1987;132200
71849;toyota;2021;1;1798;122500
71850;toyota;2019;37950;2000;79900
71851;toyota;2021;5000;1987;142900
71852;toyota;2017;12877;1197;74000
71853;toyota;2019;10563;1197;79000
71854;toyota;2019;30330;1987;124001
71855;toyota;2017;44250;1798;87500
71856;toyota;2018;44990;1798;78500
71857;toyota;2018;60196;1197;82900
71858;toyota;2017;56743;1798;99700
71859;toyota;2018;55320;1797;97400
71860;toyota;2017;33645;1197;79000
71861;toyota;2019;34000;1798;94900
71862;toyota;2020;20000;1798;98900
71863;toyota;2018;9200;1197;76900
71864;toyota;2020;20400;1798;114900
71865;toyota;2019;26472;1798;102900
71866;toyota;2020;20547;1798;107900
71867;toyota;2018;119714;1798;89900
71868;toyota;2019;19800;1197;89800
71869;toyota;2020;13785;1987;124999
71870;toyota;2018;72000;1998;72900
71871;toyota;2017;27817;1197;79900
71872;toyota;2018;22450;1197;92800
71873;toyota;2018;65000;1197;72000
71874;toyota;2018;160965;1798;60393
71875;toyota;2017;49000;1197;79000
71876;toyota;2020;11212;1798;115900
71877;toyota;2021;6400;1798;95900
71878;toyota;2019;25572;1197;88900
71879;toyota;2010;29080;2362;43000
71880;toyota;2022;1;2487;185000
71881;toyota;2022;1;2487;189400
71882;toyota;2022;1;2487;187900
71883;toyota;2022;1;2487;189400
71884;toyota;2022;1;2487;168200
71885;toyota;2019;36500;2498;105000
71886;toyota;2021;4300;2487;166000
71887;toyota;2019;56900;2487;122900
71888;toyota;2021;6;2487;187280
71889;toyota;2021;1;2487;164500
71890;toyota;2021;1;2487;164500
71891;toyota;2022;1;2487;171100
71892;toyota;2007;123000;2362;24500
71893;toyota;2007;128000;3456;30000
71894;toyota;2019;50360;2487;124900
71895;toyota;2021;1;2487;172667
71896;toyota;2019;40170;2487;123800
71897;toyota;2017;39000;2487;99900
71898;toyota;2019;65800;2500;82000
71899;toyota;2019;104100;2487;117900
71900;toyota;2022;5;2487;133990
71901;toyota;2022;1;2487;189400
71902;toyota;2018;76405;2500;74000
71903;toyota;2019;36259;2487;134900
71904;toyota;2022;5;2487;172392
71905;toyota;2019;49487;2487;121799
71906;toyota;2019;61440;2487;119799
71907;toyota;2022;1;2487;155349
71908;toyota;2015;92000;2500;69900
71909;toyota;2019;35163;2487;118500
71910;toyota;2019;75457;2487;121900
71911;toyota;2019;33904;2487;124500
71912;toyota;2020;2;2500;164900
71913;toyota;2020;7;2500;154900
71914;toyota;2019;53000;2487;121770
71915;toyota;2016;17320;2487;57900
71916;toyota;2012;172000;2494;62500
71917;toyota;2006;172150;3456;22500
71918;toyota;2019;75635;2487;118800
71919;toyota;2018;23224;2487;145000
71920;toyota;2019;7500;2487;142500
71921;toyota;1996;300000;2194;14900
71922;toyota;2020;15184;2487;169900
71923;toyota;2022;1;2487;187900
71924;toyota;2019;50360;2487;124900
71925;toyota;2011;113200;2494;29900
71926;toyota;2019;75000;2487;128000
71927;toyota;2022;2;2487;136700
71928;toyota;2019;76000;2500;94000
71929;toyota;2018;24000;2500;100000
71930;toyota;2021;1;2487;155349
71931;toyota;2020;23034;2487;138900
71932;toyota;2020;27659;2487;136900
71933;toyota;2019;54164;2487;123600
71934;toyota;2022;1;2487;172600
71935;toyota;2021;5;2487;139000
71936;toyota;2019;37500;2487;99500
71937;toyota;2021;1;2487;162200
71938;toyota;2020;29998;2487;146900
71939;toyota;2020;29177;2487;139900
71940;toyota;2022;1;2487;172600
71941;toyota;2021;60;2487;175000
71942;toyota;2022;1;2487;172600
71943;toyota;2007;202000;1364;15555
71944;toyota;2003;230000;1598;12900
71945;toyota;2003;165000;1598;7500
71946;toyota;2004;215963;1598;8750
71947;toyota;2003;132176;1398;12500
71948;toyota;2004;135000;1398;13500
71949;toyota;2003;275000;1995;5900
71950;toyota;2004;165765;1398;11400
71951;toyota;2002;189000;1398;9700
71952;toyota;2005;151000;1598;14900
71953;toyota;2004;222555;1598;13700
71954;toyota;2004;401000;1995;5900
71955;toyota;2002;218000;1398;8500
71956;toyota;2016;151121;1329;44900
71957;toyota;2003;147000;1398;9400
71958;toyota;2003;220000;1398;9500
71959;toyota;2007;153251;1598;18900
71960;toyota;2002;198009;1598;9800
71961;toyota;2004;317400;1995;7900
71962;toyota;2007;159960;1398;16500
71963;toyota;2007;199960;1598;14900
71964;toyota;2004;132000;1598;15000
71965;toyota;2005;98061;1364;19900
71966;toyota;2003;254962;1996;9500
71967;toyota;2002;224000;1795;25900
71968;toyota;2006;164737;1598;18500
71969;toyota;2004;185000;1598;16900
71970;toyota;2004;185738;1598;13500
71971;toyota;2002;89900;1795;28900
71972;toyota;2006;182950;1598;16900
71973;toyota;2004;175810;1398;13900
71974;toyota;2004;248000;1995;9500
71975;toyota;2004;238000;1995;9900
71976;toyota;2005;157000;1795;24500
71977;toyota;2002;284800;1795;9999
71978;toyota;2005;199000;1795;12900
71979;toyota;2003;193854;1598;7490
71980;toyota;2002;192770;1795;16900
71981;toyota;2003;215000;1598;7500
71982;toyota;2002;172000;1400;7900
71983;toyota;2002;146000;1398;6900
71984;toyota;2006;103000;1995;12222
71985;toyota;2006;229112;1364;18900
71986;toyota;2005;343000;1398;8000
71987;toyota;2006;198000;1598;14300
71988;toyota;2002;271000;1995;7700
71989;toyota;2004;433437;1995;5900
71990;toyota;2004;273450;1598;9500
71991;toyota;2007;183522;1398;13500
71992;toyota;2005;240000;1995;6000
71993;toyota;2005;82600;1598;16500
71994;toyota;2004;232944;1995;7000
71995;toyota;2003;179000;1398;8900
71996;toyota;2006;220000;1796;27000
71997;toyota;2003;267000;1398;8500
71998;toyota;2004;201810;1995;13000
71999;toyota;2003;153000;1598;10900
72000;toyota;2004;163000;1598;17900
72001;toyota;2005;98800;1364;16000
72002;toyota;2002;311000;1398;5799
72003;toyota;2005;285000;1398;9999
72004;toyota;2002;230000;1995;5500
72005;toyota;2002;283000;1398;7000
72006;toyota;2002;297000;1398;6990
72007;toyota;2003;239000;1598;9500
72008;toyota;2004;261000;1398;8900
72009;toyota;2006;172000;1364;14500
72010;toyota;2002;154452;1398;11850
72011;toyota;2002;354466;1398;5500
72012;toyota;2006;200000;1598;14700
72013;toyota;2005;148000;1598;13900
72014;toyota;2002;223000;1598;4900
72015;toyota;2003;214000;1598;11990
72016;toyota;2006;154000;1600;15400
72017;toyota;2003;310000;1995;6900
72018;toyota;2003;172923;1398;8000
72019;toyota;2004;243000;1398;13500
72020;toyota;2003;218000;1995;7400
72021;toyota;2004;215000;1398;10900
72022;toyota;2004;232000;1398;7500
72023;toyota;2004;277000;1398;9500
72024;toyota;2002;58200;1598;15900
72025;toyota;2004;334585;1995;5500
72026;toyota;2005;198000;1598;14950
72027;toyota;2003;156000;1398;10000
72028;toyota;2002;136000;1398;5999
72029;toyota;2004;229000;1598;11999
72030;toyota;2005;103050;1398;16500
72031;toyota;2002;191840;1398;6500
72032;toyota;2005;205000;1795;20900
72033;toyota;2002;221362;1598;11900
72034;toyota;2003;145000;1795;12900
72035;toyota;2003;266300;1398;5700
72036;toyota;2006;220810;1364;16900
72037;toyota;2003;176000;1598;10590
72038;toyota;2004;227860;1794;17100
72039;toyota;2013;108069;1329;39900
72040;toyota;2007;178871;1598;26900
72041;toyota;2007;211105;1598;17900
72042;toyota;2011;75106;1598;38000
72043;toyota;2007;159423;1587;22500
72044;toyota;2012;167037;1598;29000
72045;toyota;2010;115000;1598;25900
72046;toyota;2008;224000;1600;21900
72047;toyota;2009;162762;1398;23000
72048;toyota;2013;94770;1598;49800
72049;toyota;2007;129000;1398;16500
72050;toyota;2008;235000;1364;19999
72051;toyota;2011;196000;1998;22900
72052;toyota;2008;228000;1364;21500
72053;toyota;2008;219000;1998;23900
72054;toyota;2012;170500;1598;31900
72055;toyota;2007;236000;1598;21500
72056;toyota;2012;231200;1598;28000
72057;toyota;2008;155826;1998;24000
72058;toyota;2015;127328;1364;44900
72059;toyota;2012;137100;1364;29900
72060;toyota;2010;175000;1598;30999
72061;toyota;2007;122000;1598;28888
72062;toyota;2009;173000;1329;23900
72063;toyota;2008;124000;1598;23900
72064;toyota;2008;151000;1998;24900
72065;toyota;2008;222000;1364;22200
72066;toyota;2010;289543;1364;25900
72067;toyota;2011;154000;1598;30555
72068;toyota;2008;209000;1598;21000
72069;toyota;2008;204250;1364;22900
72070;toyota;2008;185920;1998;21900
72071;toyota;2017;108000;1364;59500
72072;toyota;2019;39234;1598;71000
72073;toyota;2018;84244;1598;67000
72074;toyota;2015;51000;1598;52000
72075;toyota;2019;146000;1329;49634
72076;toyota;2019;49718;1598;74900
72077;toyota;2018;149000;1598;60000
72078;toyota;2017;193000;1598;48900
72079;toyota;2018;88675;1598;77500
72080;toyota;2019;17940;1798;86001
72081;toyota;2017;47271;1598;68000
72082;toyota;2017;32000;1598;75000
72083;toyota;2017;108600;1598;61999
72084;toyota;2018;31191;1598;72000
72085;toyota;2016;119348;1598;61900
72086;toyota;2019;77419;1798;96000
72087;toyota;2019;24295;1197;78000
72088;toyota;2017;77000;1598;69500
72089;toyota;2018;62000;1598;66500
72090;toyota;2018;60800;1598;77900
72091;toyota;2018;81000;1364;55900
72092;toyota;2020;30430;1598;83900
72093;toyota;2016;107600;1598;58500
72094;toyota;2017;113000;1364;54800
72095;toyota;2018;20957;1598;67000
72096;toyota;2014;61773;1329;50000
72097;toyota;2017;62700;1598;69900
72098;toyota;2020;13590;1598;99000
72099;toyota;2020;13590;1598;99000
72100;toyota;2018;77500;1598;74900
72101;toyota;2017;49000;1598;68800
72102;toyota;2019;46247;1598;71400
72103;toyota;2017;52040;1598;76900
72104;toyota;2018;20957;1598;67000
72105;toyota;2017;41896;1598;77000
72106;toyota;2019;54610;1986;119900
72107;toyota;2015;42715;1598;59900
72108;toyota;2017;70500;1598;75850
72109;toyota;2014;112514;1598;56900
72110;toyota;2019;114378;1598;65900
72111;toyota;2016;103000;1329;49900
72112;toyota;2018;108145;1598;71900
72113;toyota;2018;130662;1598;64900
72114;toyota;2018;84244;1598;66000
72115;toyota;2015;168022;1598;46900
72116;toyota;2016;101820;1364;52900
72117;toyota;2019;34581;1197;92900
72118;toyota;2016;106041;1598;69500
72119;toyota;2019;21691;1197;77000
72120;toyota;2017;37000;1598;71900
72121;toyota;2019;21077;1798;96000
72122;toyota;2018;29000;1598;72990
72123;toyota;2015;154000;1598;49198
72124;toyota;2017;43000;1598;63900
72125;toyota;2015;255501;1364;31500
72126;toyota;2017;118000;1598;48700
72127;toyota;2018;86072;1598;76800
72128;toyota;2017;46914;1598;75900
72129;toyota;2018;55500;1598;71900
72130;toyota;2018;75000;1797;54900
72131;toyota;2018;148838;1598;72900
72132;toyota;2017;69000;1598;57000
72133;toyota;2015;168824;1598;51900
72134;toyota;2017;100000;1364;51900
72135;toyota;2017;98449;1598;68900
72136;toyota;2019;50779;1598;70900
72137;toyota;2017;36664;1598;74900
72138;toyota;2017;101423;1598;67500
72139;toyota;2018;83343;1598;74000
72140;toyota;2018;88452;1598;74900
72141;toyota;2018;51300;1600;69900
72142;toyota;2018;44112;1598;79900
72143;toyota;2018;38000;1598;72900
72144;toyota;2016;168997;1364;51900
72145;toyota;2017;34521;1598;73900
72146;toyota;2017;159500;1598;57900
72147;toyota;2017;143715;1598;64900
72148;toyota;2017;82899;1364;60850
72149;toyota;2017;158712;1598;63900
72150;toyota;2018;91339;1598;69900
72151;toyota;2018;96443;1598;71900
72152;toyota;2016;110380;1598;56100
72153;toyota;2017;102000;1364;53500
72154;toyota;2016;65000;1598;62500
72155;toyota;2015;170000;1598;46500
72156;toyota;2018;38000;1598;73890
72157;toyota;2017;41000;1598;73900
72158;toyota;2018;99938;1598;69800
72159;toyota;2015;45902;1598;59900
72160;toyota;2019;83782;1598;69800
72161;toyota;2018;80557;1598;75900
72162;toyota;2015;167690;1598;45900
72163;toyota;2016;70338;1598;67900
