N;mark;year;mileage;vol_engine;price
104258;nissan;2011;191989;1997;36900
104259;nissan;2009;184000;1598;23500
104260;nissan;2010;196000;1461;25990
104261;nissan;2012;171236;1997;41900
104262;nissan;2007;220000;1598;24500
104263;nissan;2010;119501;1461;30000
104264;nissan;2011;155561;1997;42000
104265;nissan;2011;132233;1995;37000
104266;nissan;2012;127105;1997;44000
104267;nissan;2012;223000;1598;38000
104268;nissan;2008;127671;1598;30900
104269;nissan;2011;155561;1997;42000
104270;nissan;2007;159000;1997;28000
104271;nissan;2008;260000;1995;20500
104272;nissan;2011;173000;1995;38990
104273;nissan;2011;125000;1997;41900
104274;nissan;2011;162000;1997;39900
104275;nissan;2012;182000;1598;36000
104276;nissan;2008;182125;1997;27400
104277;nissan;2011;194000;1598;34900
104278;nissan;2007;220000;1997;27900
104279;nissan;2007;241125;1598;19800
104280;nissan;2007;278902;1461;22800
104281;nissan;2010;198053;1997;37900
104282;nissan;2012;247000;1598;37500
104283;nissan;2010;70887;1598;40000
104284;nissan;2008;196234;1598;27800
104285;nissan;2009;186123;1461;29700
104286;nissan;2008;189000;1598;27990
104287;nissan;2009;142100;1598;29900
104288;nissan;2012;135000;1598;39999
104289;nissan;2011;157000;1461;30700
104290;nissan;2012;148000;1997;49700
104291;nissan;2013;196506;1598;39900
104292;nissan;2013;126000;1598;38900
104293;nissan;2011;168677;1600;39700
104294;nissan;2008;220000;1994;29900
104295;nissan;2010;220000;1598;28900
104296;nissan;2010;156560;1461;33900
104297;nissan;2007;239431;1997;24999
104298;nissan;2011;194000;1997;39900
104299;nissan;2010;182000;2000;29900
104300;nissan;2010;159000;1995;36900
104301;nissan;2013;147000;1997;46400
104302;nissan;2011;121000;1598;38900
104303;nissan;2008;221000;1997;28900
104304;nissan;2011;178200;1997;36400
104305;nissan;2013;175000;1461;38900
104306;nissan;2012;99000;1997;48900
104307;nissan;2009;200000;1995;23900
104308;nissan;2010;207232;1995;36000
104309;nissan;2011;235000;1995;33900
104310;nissan;2013;163000;1598;41900
104311;nissan;2009;164347;1997;30800
104312;nissan;2008;170000;1995;31500
104313;nissan;2009;237000;1598;28900
104314;nissan;2011;146000;1997;39900
104315;nissan;2008;248392;1500;22999
104316;nissan;2011;149885;1461;39000
104317;nissan;2008;228031;1461;19000
104318;nissan;2011;133303;1598;39900
104319;nissan;2010;207000;1997;38900
104320;nissan;2007;188000;1598;27900
104321;nissan;2013;128000;1598;39800
104322;nissan;2012;126000;1461;36900
104323;nissan;2008;142000;1997;33900
104324;nissan;2010;183000;1461;28900
104325;nissan;2013;128000;1997;49900
104326;nissan;2008;170000;1997;29900
104327;nissan;2008;215000;1994;22900
104328;nissan;2007;221227;1598;27700
104329;nissan;2011;225488;1598;35900
104330;nissan;2007;137000;1997;29900
104331;nissan;2009;146000;1461;29900
104332;nissan;2009;191000;1997;32900
104333;nissan;2009;201018;1598;28900
104334;nissan;2010;189181;1461;31900
104335;nissan;2008;190000;1598;27999
104336;nissan;2012;188000;1598;38600
104337;nissan;2008;202236;1997;27900
104338;nissan;2013;192415;1598;43900
104339;nissan;2009;203760;1995;26900
104340;nissan;2010;159000;1598;36400
104341;nissan;2007;150000;1997;28900
104342;nissan;2011;206000;1995;42900
104343;nissan;2010;111139;1997;99999
104344;nissan;2011;189000;1997;41900
104345;nissan;2012;158000;1598;40900
104346;nissan;2010;157233;1997;38800
104347;nissan;2009;168756;1598;28900
104348;nissan;2008;220000;1598;23700
104349;nissan;2009;172000;1997;30900
104350;nissan;2012;113643;1598;40000
104351;nissan;2012;180000;1461;35900
104352;nissan;2008;237379;1461;21000
104353;nissan;2011;187946;1995;43000
104354;nissan;2012;147500;1461;39900
104355;nissan;2013;101574;1598;42900
104356;nissan;2011;150000;1995;38900
104357;nissan;2010;220000;1995;29900
104358;nissan;2010;244000;1997;36666
104359;nissan;2010;221000;1995;34500
104360;nissan;2012;60500;1598;47000
104361;nissan;2012;166909;1598;38800
104362;nissan;2008;208000;1997;26500
104363;nissan;2010;169000;1598;33700
104364;nissan;2012;190000;1997;37900
104365;nissan;2011;112839;1997;43700
104366;nissan;2010;220000;1598;35900
104367;nissan;2013;99000;1598;38999
104368;nissan;2012;190000;1598;39900
104369;nissan;2009;220000;1598;22500
104370;nissan;2006;245000;1598;23900
104371;nissan;2011;221000;1461;35500
104372;nissan;2008;214000;1995;26500
104373;nissan;2009;229000;1997;28900
104374;nissan;2008;267800;1995;27900
104375;nissan;2010;199000;1461;31900
104376;nissan;2008;153000;1997;24999
104377;nissan;2012;172000;1598;39800
104378;nissan;2008;188000;1997;27900
104379;nissan;2010;215000;1995;44000
104380;nissan;2010;206000;1598;32900
104381;nissan;2008;165430;1994;26900
104382;nissan;2013;216000;1461;35900
104383;nissan;2008;193000;1997;29900
104384;nissan;2010;190000;1995;34500
104385;nissan;2008;200000;1598;27500
104386;nissan;2008;206885;1995;26900
104387;nissan;2009;215000;1598;24800
104388;nissan;2009;169000;1997;32800
104389;nissan;2008;300000;1995;29900
104390;nissan;2009;225174;1598;29300
104391;nissan;2011;167000;1995;33900
104392;nissan;2012;107845;1997;44900
104393;nissan;2011;168783;1995;39900
104394;nissan;2009;155000;1461;27900
104395;nissan;2010;146000;1997;40444
104396;nissan;2011;185000;1598;36900
104397;nissan;2010;219000;1461;33000
104398;nissan;2013;150000;1598;42900
104399;nissan;2010;214324;1598;32900
104400;nissan;2012;228000;1598;35800
104401;nissan;2011;135475;1598;41900
104402;nissan;2008;200000;1997;27900
104403;nissan;2010;100000;1997;38500
104404;nissan;2008;199000;1997;32000
104405;nissan;2008;173000;1461;25900
104406;nissan;2007;177000;1598;27999
104407;nissan;2009;184567;1598;25990
104408;nissan;2011;218000;1995;37800
104409;nissan;2007;313240;1461;19300
104410;nissan;2011;180000;1997;42900
104411;nissan;2009;178000;1995;27299
104412;nissan;2008;173117;1598;24900
104413;nissan;2012;196000;1598;37900
104414;nissan;2010;194000;1598;35999
104415;nissan;2010;202000;1995;35900
104416;nissan;2010;127000;1500;34900
104417;nissan;2010;150000;1997;36900
104418;nissan;2009;219000;1598;26900
104419;nissan;2010;167000;1598;34900
104420;nissan;2009;174000;1598;28900
104421;nissan;2008;251000;1997;28600
104422;nissan;2010;110000;1598;37900
104423;nissan;2007;186000;1997;30900
104424;nissan;2009;181299;1995;26900
104425;nissan;2009;247000;1598;28800
104426;nissan;2010;173000;1598;34900
104427;nissan;2010;185000;1995;34900
104428;nissan;2009;258000;1995;25900
104429;nissan;2007;225123;1461;22800
104430;nissan;2012;198000;1598;34900
104431;nissan;2008;218000;1995;25900
104432;nissan;2010;175200;1598;27500
104433;nissan;2010;165500;1598;31900
104434;nissan;2008;177400;1598;27900
104435;nissan;2011;160000;1997;43900
104436;nissan;2008;249000;1598;24900
104437;nissan;2010;212000;1461;28490
104438;nissan;2013;169000;1598;37900
104439;nissan;2008;160643;1598;29999
104440;nissan;2007;224000;1995;22900
104441;nissan;2007;160000;1997;26900
104442;nissan;2012;112000;1598;34900
104443;nissan;2008;166000;1461;24900
104444;nissan;2012;179000;1598;35900
104445;nissan;2008;281123;1997;27900
104446;nissan;2012;175000;1598;39999
104447;nissan;2010;123863;1598;36900
104448;nissan;2009;180000;1461;24000
104449;nissan;2008;187200;1598;26600
104450;nissan;2007;213985;1598;26900
104451;nissan;2010;202100;1995;38900
104452;nissan;2008;211500;1997;29900
104453;nissan;2011;150000;1598;34999
104454;nissan;2010;214458;1995;31900
104455;nissan;2012;172500;1598;37800
104456;nissan;2012;166000;1997;55348
104457;nissan;2008;238000;1995;24900
104458;nissan;2009;129877;1995;30900
104459;nissan;2008;167530;1598;23800
104460;nissan;2011;195000;1995;32500
104461;nissan;2010;177000;1598;31999
104462;nissan;2009;194000;1997;28900
104463;nissan;2007;250000;1997;29900
104464;nissan;2007;250004;1598;20900
104465;nissan;2011;173000;1997;38900
104466;nissan;2012;170934;1598;32400
104467;nissan;2012;160000;1461;32800
104468;nissan;2012;119254;1994;47900
104469;nissan;2009;223089;1997;29800
104470;nissan;2010;189000;1997;32900
104471;nissan;2009;182000;1997;32999
104472;nissan;2011;196300;1598;33900
104473;nissan;2010;180000;1997;36700
104474;nissan;2008;198000;2000;25900
104475;nissan;2007;239000;1995;23800
104476;nissan;2008;189000;1598;25900
104477;nissan;2010;155233;1461;28900
104478;nissan;2013;165000;1598;42900
104479;nissan;2010;38000;1997;38900
104480;nissan;2007;305000;1997;24000
104481;nissan;2008;193365;1598;25900
104482;nissan;2008;189000;1997;29900
104483;nissan;2011;232000;1995;41900
104484;nissan;2013;180000;1600;39999
104485;nissan;2011;166000;1461;34900
104486;nissan;2010;198800;1598;28500
104487;nissan;2010;178600;1995;33800
104488;nissan;2010;203000;1995;42333
104489;nissan;2010;149000;1461;36500
104490;nissan;2010;185000;1598;34900
104491;nissan;2010;149000;1598;36900
104492;nissan;2012;256000;1995;37900
104493;nissan;2008;243100;1461;19900
104494;nissan;2008;245000;1995;26900
104495;nissan;2008;180300;1997;25999
104496;nissan;2011;107000;1598;39900
104497;nissan;2009;266000;1598;27900
104498;nissan;2008;187000;1997;25500
104499;nissan;2010;240000;1598;34900
104500;nissan;2009;144000;1997;26900
104501;nissan;2010;183756;1997;37999
104502;nissan;2007;128600;1997;33500
104503;nissan;2010;100000;1997;38800
104504;nissan;2009;209000;1997;29500
104505;nissan;2007;183888;1997;28300
104506;nissan;2009;229756;1995;26900
104507;nissan;2010;167800;1598;35900
104508;nissan;2013;129998;1461;43900
104509;nissan;2009;204500;1997;30900
104510;nissan;2007;211000;1997;31900
104511;nissan;2011;189000;1995;37000
104512;nissan;2009;197000;1997;28800
104513;nissan;2010;171000;1598;34900
104514;nissan;2012;150000;1598;39950
104515;nissan;2007;159000;1997;29900
104516;nissan;2011;155900;1995;43900
104517;nissan;2013;177000;1598;39360
104518;nissan;2011;194260;1598;41900
104519;nissan;2013;63000;1997;48900
104520;nissan;2012;175605;1598;38500
104521;nissan;2013;190000;1461;36900
104522;nissan;2011;100000;1997;45998
104523;nissan;2009;148000;1995;34900
104524;nissan;2011;228000;1598;36900
104525;nissan;2012;157000;1598;42500
104526;nissan;2012;111700;1598;38900
104527;nissan;2011;180000;1598;42500
104528;nissan;2010;210000;1997;36399
104529;nissan;2010;232100;1997;38900
104530;nissan;2010;158000;1598;37900
104531;nissan;2010;196200;1995;36500
104532;nissan;2010;216310;1995;34000
104533;nissan;2008;208650;1997;25800
104534;nissan;2009;229255;1995;23950
104535;nissan;2007;138207;1598;25800
104536;nissan;2010;213663;1461;28900
104537;nissan;2008;230000;1997;26500
104538;nissan;2009;164000;1997;26500
104539;nissan;2010;212000;1461;35500
104540;nissan;2009;230000;1997;28900
104541;nissan;2008;210000;1598;23900
104542;nissan;2008;165000;1997;29900
104543;nissan;2008;137000;1997;31900
104544;nissan;2009;280100;1598;27900
104545;nissan;2009;145000;1598;29800
104546;nissan;2012;106497;1598;45510
104547;nissan;2011;220500;1995;34900
104548;nissan;2007;206000;1598;22900
104549;nissan;2011;180000;1997;44999
104550;nissan;2007;192000;1598;24900
104551;nissan;2016;58665;1618;76600
104552;nissan;2021;5;1332;96700
104553;nissan;2021;1;1332;133950
104554;nissan;2015;50253;1618;74900
104555;nissan;2021;1;1332;132250
104556;nissan;2021;1;1332;132250
104557;nissan;2021;26100;1332;103900
104558;nissan;2021;15900;1332;103900
104559;nissan;2016;102729;1197;67900
104560;nissan;2016;71192;1197;68900
104561;nissan;2017;62915;1197;81500
104562;nissan;2014;188150;1598;43900
104563;nissan;2014;82000;1197;55900
104564;nissan;2019;30547;1332;93000
104565;nissan;2017;182000;1598;68500
104566;nissan;2015;93728;1197;63000
104567;nissan;2015;93484;1618;74900
104568;nissan;2016;100077;1197;60000
104569;nissan;2016;69000;1197;72900
104570;nissan;2014;88115;1197;65900
104571;nissan;2018;49013;1461;98500
104572;nissan;2020;32936;1332;107900
104573;nissan;2020;5000;1461;114990
104574;nissan;2021;1;1332;132200
104575;nissan;2021;4901;1332;110900
104576;nissan;2017;44700;1197;68499
104577;nissan;2015;154628;1598;57000
104578;nissan;2015;84983;1197;67900
104579;nissan;2015;85518;1598;61000
104580;nissan;2015;69452;1197;58900
104581;nissan;2016;99578;1598;68000
104582;nissan;2017;26484;1618;87000
104583;nissan;2018;77000;1598;86900
104584;nissan;2019;39000;1332;89900
104585;nissan;2016;65834;1197;61900
104586;nissan;2016;74848;1598;78900
104587;nissan;2019;48542;1332;95900
104588;nissan;2014;68236;1197;64999
104589;nissan;2017;122830;1197;67900
104590;nissan;2017;62005;1197;81900
104591;nissan;2016;68682;1197;70900
104592;nissan;2016;100000;1618;75000
104593;nissan;2021;1;1332;131350
104594;nissan;2021;5;1332;99800
104595;nissan;2017;47900;1197;62900
104596;nissan;2015;24424;1618;75500
104597;nissan;2018;55300;1197;77900
104598;nissan;2021;1;1332;101600
104599;nissan;2014;38100;1197;58600
104600;nissan;2018;28680;1618;76500
104601;nissan;2014;112068;1197;50000
104602;nissan;2021;10;1332;107800
104603;nissan;2015;103015;1598;64500
104604;nissan;2017;170000;1461;64300
104605;nissan;2019;9000;1332;75000
104606;nissan;2014;110270;1197;50500
104607;nissan;2015;77095;1598;65900
104608;nissan;2016;54562;1197;60500
104609;nissan;2013;106558;1461;53500
104610;nissan;2016;77239;1598;71900
104611;nissan;2018;34535;1197;77900
104612;nissan;2017;100563;1598;78900
104613;nissan;2019;38641;1332;94900
104614;nissan;2018;50300;1197;76900
104615;nissan;2008;194000;1461;25400
104616;nissan;2016;92248;1598;75900
104617;nissan;2015;115000;1197;49500
104618;nissan;2016;141000;1461;62000
104619;nissan;2014;96930;1197;59500
104620;nissan;2016;55419;1197;62000
104621;nissan;2017;69540;1197;65000
104622;nissan;2015;154628;1598;57000
104623;nissan;2018;39476;1197;82900
104624;nissan;2015;109466;1598;62500
104625;nissan;2016;88211;1197;64900
104626;nissan;2017;43000;1197;78900
104627;nissan;2016;90401;1598;66500
104628;nissan;2016;54353;1197;65999
104629;nissan;2019;19105;1332;96500
104630;nissan;2019;42956;1332;99990
104631;nissan;2014;97594;1598;59500
104632;nissan;2015;92000;1618;69900
104633;nissan;2017;39000;1197;74000
104634;nissan;2014;81532;1197;60500
104635;nissan;2017;79000;1197;84800
104636;nissan;2019;148484;1598;87700
104637;nissan;2017;49284;1197;72900
104638;nissan;2016;95000;1197;59000
104639;nissan;2015;41626;1618;73500
104640;nissan;2015;69219;1197;62500
104641;nissan;2016;173000;1600;14950
104642;nissan;2016;76000;1197;59999
104643;nissan;2018;73000;1197;83900
104644;nissan;2016;62143;1618;84500
104645;nissan;2014;129234;1197;65900
104646;nissan;2016;95685;1197;69000
104647;nissan;2019;81635;1332;85000
104648;nissan;2017;67196;1197;79500
104649;nissan;2017;28936;1618;86900
104650;nissan;2016;63100;1197;70900
104651;nissan;2019;63500;1332;94900
104652;nissan;2014;121000;1600;58500
104653;nissan;2017;163000;1600;69900
104654;nissan;2017;71000;1197;82900
104655;nissan;2015;114600;1197;64900
104656;nissan;2015;135000;1197;56800
104657;nissan;2017;72000;1197;73555
104658;nissan;2021;5;1332;171600
104659;nissan;2015;103500;1618;69000
104660;nissan;2018;136208;1598;75900
104661;nissan;2016;100700;1197;69900
104662;nissan;2021;5;1332;133150
104663;nissan;2018;55000;1197;79950
104664;nissan;2021;10;1332;95000
104665;nissan;2016;86215;1598;64900
104666;nissan;2016;72500;1197;57500
104667;nissan;2016;86000;1197;69900
104668;nissan;2019;42378;1332;98500
104669;nissan;2022;1;1332;107500
104670;nissan;2015;124000;1197;53800
104671;nissan;2013;150100;1598;41900
104672;nissan;2021;0;0;148450
104673;nissan;2022;1;1332;140200
104674;nissan;2019;92800;1332;81990
104675;nissan;2022;1;1332;125900
104676;nissan;2021;5;1332;164550
104677;nissan;2020;44869;1332;126000
104678;nissan;2018;41900;1197;87900
104679;nissan;2016;75000;1598;71900
104680;nissan;2021;1;1332;137800
104681;nissan;2018;39340;1618;92000
104682;nissan;2017;50728;1618;78500
104683;nissan;2017;68000;1500;77900
104684;nissan;2018;42132;1197;73000
104685;nissan;2021;10;1332;137450
104686;nissan;2019;52466;1461;91000
104687;nissan;2014;117133;1197;51000
104688;nissan;2015;72850;1197;70000
104689;nissan;2018;80000;1618;79999
104690;nissan;2014;58000;1197;56900
104691;nissan;2017;123000;1618;79999
104692;nissan;2015;192000;1598;55600
104693;nissan;2015;138182;1197;51500
104694;nissan;2017;45800;1197;66000
104695;nissan;2016;83847;1197;71000
104696;nissan;2018;160000;1461;75900
104697;nissan;2014;91156;1197;54000
104698;nissan;2013;72000;1197;53000
104699;nissan;2014;120526;1197;53000
104700;nissan;2017;41800;1197;78900
104701;nissan;2017;44166;1197;72000
104702;nissan;2017;54696;1197;67000
104703;nissan;2017;93000;1500;82900
104704;nissan;2017;67000;1197;67500
104705;nissan;2019;26500;1200;84900
104706;nissan;2021;1;1332;118695
104707;nissan;2014;150759;1197;49999
104708;nissan;2015;79000;1598;52900
104709;nissan;2017;62000;1618;84900
104710;nissan;2015;195000;1598;64000
104711;nissan;2018;60200;1598;93900
104712;nissan;2014;141000;1197;50990
104713;nissan;2019;33971;1332;92900
104714;nissan;2017;108000;1618;73800
104715;nissan;2019;61487;1461;95800
104716;nissan;2016;55000;1197;75500
104717;nissan;2015;83000;1618;59900
104718;nissan;2021;10;1332;107800
104719;nissan;2015;164586;1598;58900
104720;nissan;2015;173000;1461;52900
104721;nissan;2022;1;1332;140200
104722;nissan;2019;112170;1749;89900
104723;nissan;2022;1;1332;125900
104724;nissan;2015;100766;1197;66900
104725;nissan;2014;92236;1481;57900
104726;nissan;2017;54696;1197;68000
104727;nissan;2016;69138;1197;59900
104728;nissan;2017;33023;1197;75900
104729;nissan;2018;30625;1461;88900
104730;nissan;2018;61794;1197;94900
104731;nissan;2018;54355;1598;94900
104732;nissan;2014;85759;1197;50000
104733;nissan;2018;91000;1332;79800
104734;nissan;2021;5;1332;107800
104735;nissan;2016;80000;1200;73900
104736;nissan;2021;1;1332;153504
104737;nissan;2021;3;1332;125600
104738;nissan;2012;120100;1598;40900
104739;nissan;2016;36421;1197;61890
104740;nissan;2014;145000;1197;44900
104741;nissan;2016;52262;1197;66900
104742;nissan;2021;4;1332;132150
104743;nissan;2017;72200;1197;75800
104744;nissan;2016;41950;1197;69900
104745;nissan;2021;1;1332;147800
104746;nissan;2016;44600;1197;67000
104747;nissan;2019;22000;1998;75900
104748;nissan;2016;139000;1600;65900
104749;nissan;2021;4;1332;184900
104750;nissan;2014;124098;1197;52900
104751;nissan;2019;61030;1332;87600
104752;nissan;2017;74253;1197;68500
104753;nissan;2019;40092;1332;98500
104754;nissan;2018;148732;1598;89899
104755;nissan;2007;224000;1997;26900
104756;nissan;2012;143380;1598;39900
104757;nissan;2018;66126;1197;76500
104758;nissan;2013;185432;1598;38800
104759;nissan;2018;145273;1598;86899
104760;nissan;2018;121131;1598;86899
104761;nissan;2014;133000;1197;52000
104762;nissan;2016;89400;1197;74900
104763;nissan;2021;0;0;139400
104764;nissan;2021;4;1332;129200
104765;nissan;2021;4;1332;104700
104766;nissan;2014;225000;1600;43900
104767;nissan;2015;52692;1598;57900
104768;nissan;2019;43000;1461;83900
104769;nissan;2015;108191;1197;61800
104770;nissan;2014;128000;1598;58000
104771;nissan;2019;45840;1332;82900
104772;nissan;2018;56450;1197;76900
104773;nissan;2017;51996;1618;79900
104774;nissan;2017;168720;1598;84900
104775;nissan;2018;58465;1197;84900
104776;nissan;2018;76220;1197;81900
104777;nissan;2019;151000;1461;82999
104778;nissan;2017;37900;1618;88800
104779;nissan;2020;12100;1332;92700
104780;nissan;2014;209171;1197;39900
104781;nissan;2014;194000;1598;55900
104782;nissan;2017;71000;1197;72900
104783;nissan;2018;34200;1461;72000
104784;nissan;2017;123000;1500;57900
104785;nissan;2014;85760;1500;56300
104786;nissan;2019;28000;1332;99700
104787;nissan;2021;1;1332;115565
104788;nissan;2017;37400;1200;85900
104789;nissan;2021;1;1332;128500
104790;nissan;2021;1;1332;137750
104791;nissan;2018;116000;1618;87500
104792;nissan;2014;186000;1598;46300
104793;nissan;2014;149000;1197;49900
104794;nissan;2019;40000;1332;99990
104795;nissan;2018;75000;1198;84990
104796;nissan;2020;11400;1332;96900
104797;nissan;2019;42255;1332;97500
104798;nissan;2014;41351;1197;54900
104799;nissan;2021;1;1332;133150
104800;nissan;2019;37931;1332;89900
104801;nissan;2021;5;1332;129650
104802;nissan;2019;19500;1618;95940
104803;nissan;2018;119000;1500;79900
104804;nissan;2018;54704;1197;82900
104805;nissan;2018;54464;1598;79900
104806;nissan;2016;94115;1618;75900
104807;nissan;2019;68157;1332;96990
104808;nissan;2018;66000;1461;87700
104809;nissan;2016;119959;1197;69900
104810;nissan;2021;12067;1332;107900
104811;nissan;2018;45679;1197;78850
104812;nissan;2016;89292;1618;76900
104813;nissan;2021;13530;1332;107900
104814;nissan;2021;8700;1332;114900
104815;nissan;2016;68200;1618;78500
104816;nissan;2017;89082;1461;72799
104817;nissan;2013;135000;1461;38800
104818;nissan;2016;128932;1598;72900
104819;nissan;2017;45528;1197;77799
104820;nissan;2019;44602;1332;92900
104821;nissan;2019;72000;1332;89900
104822;nissan;2018;44814;1197;84799
104823;nissan;2014;104000;1598;38900
104824;nissan;2021;9591;1332;103900
104825;nissan;2018;47495;1461;99300
104826;nissan;2017;58907;1197;77900
104827;nissan;2021;3;1332;135050
104828;nissan;2021;3;1332;135050
104829;nissan;2018;49580;1197;83900
104830;nissan;2020;38800;1332;107900
104831;nissan;2021;6450;1332;107900
104832;nissan;2021;13700;1332;103900
104833;nissan;2018;58759;1197;92900
104834;nissan;2020;19880;1332;103900
104835;nissan;2017;100805;1461;69900
104836;nissan;2016;151507;1461;59900
104837;nissan;2021;1;1332;132200
104838;nissan;2022;1;1332;156400
104839;nissan;2017;47226;1197;83900
104840;nissan;2021;10;1332;114900
104841;nissan;2021;14;1332;134950
104842;nissan;2020;14350;1332;92900
104843;nissan;2016;62690;1618;74900
104844;nissan;2018;28000;1197;89900
104845;nissan;2021;9500;1332;135900
104846;nissan;2017;93000;1197;67900
104847;nissan;2017;49000;1197;73800
104848;nissan;2021;1;1332;139550
104849;nissan;2021;1;1332;134950
104850;nissan;2021;1;1332;128000
104851;nissan;2021;10;1332;147150
104852;nissan;2021;10;1332;147150
104853;nissan;2021;10;1332;150000
104854;nissan;2021;10;1332;146850
104855;nissan;2021;1;1332;107800
104856;nissan;2018;63758;1598;91900
104857;nissan;2020;35877;1332;107900
104858;nissan;2017;103992;1461;79212
104859;nissan;2016;85000;1197;63800
104860;nissan;2015;166000;1461;57500
104861;nissan;2020;43193;1332;107900
104862;nissan;2021;0;0;114830
104863;nissan;2020;19904;1332;107900
104864;nissan;2017;66350;1197;74990
104865;nissan;2021;1;1332;102000
104866;nissan;2017;26000;1197;82900
104867;nissan;2015;91000;1197;55900
104868;nissan;2016;83000;1197;59700
104869;nissan;2022;1;1332;140200
104870;nissan;2015;67581;1461;51999
104871;nissan;2019;22464;1332;92900
104872;nissan;2015;135000;1598;64500
104873;nissan;2018;60000;1461;88500
104874;nissan;2016;125000;1598;59900
104875;nissan;2021;1;1332;162900
104876;nissan;2015;106000;1598;63900
104877;nissan;2018;154777;1598;71900
104878;nissan;2018;56125;1618;94900
104879;nissan;2015;120000;1197;53900
104880;nissan;2021;1;1332;126550
104881;nissan;2017;90000;1197;79900
104882;nissan;2014;133000;1197;52000
104883;nissan;2019;46301;1332;107900
104884;nissan;2015;118000;1197;52900
104885;nissan;2018;143000;1461;79900
104886;nissan;2016;96741;1197;69600
104887;nissan;2018;73000;1197;85900
104888;nissan;2016;70054;1618;75500
104889;nissan;2016;150274;1461;53900
104890;nissan;2018;59900;1197;78500
104891;nissan;2014;82281;1197;47000
104892;nissan;2018;29607;1461;89900
104893;nissan;2017;44398;1197;78900
104894;nissan;2018;121195;1598;85500
104895;nissan;2019;53500;1749;115900
104896;nissan;2014;142000;1598;58000
104897;nissan;2019;27078;1332;95000
104898;nissan;2018;28017;1461;75000
104899;nissan;2021;1;1332;127700
104900;nissan;2018;66316;1598;88500
104901;nissan;2019;46972;1332;97900
104902;nissan;2016;57500;1197;70000
104903;nissan;2020;26960;1332;106900
104904;nissan;2021;1;1332;122200
104905;nissan;2014;80752;1598;66700
104906;nissan;2019;22782;1332;96900
104907;nissan;2021;5;1332;144750
104908;nissan;2020;39218;1332;104900
104909;nissan;2017;93000;1197;68900
104910;nissan;2015;91000;1598;67999
104911;nissan;2017;76000;1618;74800
104912;nissan;2016;74809;1618;73900
104913;nissan;2022;10;1332;137350
104914;nissan;2015;100000;1197;59655
104915;nissan;2021;1;1332;104600
104916;nissan;2017;40579;1197;88900
104917;nissan;2014;170000;1600;54900
104918;nissan;2011;231000;1995;34900
104919;nissan;2021;5;1332;143150
104920;nissan;2019;43814;1332;99900
104921;nissan;2021;5;1332;127700
104922;nissan;2015;80000;1598;72900
104923;nissan;2020;2522;1332;96500
104924;nissan;2021;4;1332;141150
104925;nissan;2013;132000;1598;42997
104926;nissan;2021;1;1300;154938
104927;nissan;2017;146000;1598;72900
104928;nissan;2014;54365;1197;49900
104929;nissan;2016;46065;1197;75900
104930;nissan;2015;197000;1598;63000
104931;nissan;2021;1;1332;131750
104932;nissan;2018;175239;1598;69900
104933;nissan;2021;1650;1332;136000
104934;nissan;2021;9300;1332;109000
104935;nissan;2014;118836;1197;51000
104936;nissan;2021;7400;1332;106000
104937;nissan;2015;150000;1197;47900
104938;nissan;2021;14;1332;117900
104939;nissan;2018;49000;1197;73800
104940;nissan;2021;10;1332;165800
104941;nissan;2017;158272;1461;12200
104942;nissan;2018;57956;1197;82900
104943;nissan;2021;5;1332;147050
104944;nissan;2021;9500;1332;118500
104945;nissan;2017;63000;1197;69900
104946;nissan;2014;139162;1598;56900
104947;nissan;2014;130000;1461;45900
104948;nissan;2021;0;0;125150
104949;nissan;2017;53500;1618;69300
104950;nissan;2015;73096;1197;69900
104951;nissan;2021;10;1332;128000
104952;nissan;2021;1;1332;128200
104953;nissan;2010;192502;1995;32950
104954;nissan;2015;161000;1598;63900
104955;nissan;2021;1;1332;124900
104956;nissan;2021;1;1332;119900
104957;nissan;2021;1;1332;121000
104958;nissan;2021;1;1332;100800
104959;nissan;2019;61468;1332;99900
104960;nissan;2016;138000;1197;58900
104961;nissan;2021;5;1332;98000
104962;nissan;2021;0;0;181700
104963;nissan;2014;80000;1600;48900
104964;nissan;2021;6000;1332;130000
104965;nissan;2016;194600;1618;62900
104966;nissan;2017;57000;1618;89900
104967;nissan;2021;1;1332;143950
104968;nissan;2021;1;1332;124800
104969;nissan;2015;74000;1197;72900
104970;nissan;2021;1;1332;122200
104971;nissan;2019;14400;1332;84900
104972;nissan;2021;1;1332;158600
104973;nissan;2021;1;1332;104800
104974;nissan;2017;152968;1598;69900
104975;nissan;2013;198000;1598;38800
104976;nissan;2020;10000;1332;96900
104977;nissan;2021;1;1332;134950
104978;nissan;2021;1;1332;126550
104979;nissan;2021;1;1332;123000
104980;nissan;2021;1;1332;122700
104981;nissan;2016;96981;1197;68000
104982;nissan;2018;106172;1197;75900
104983;nissan;2016;114000;1600;15800
104984;nissan;2016;111000;1600;15700
104985;nissan;2015;77088;1197;63900
104986;nissan;2019;32305;1332;99900
104987;nissan;2018;39800;1197;89900
104988;nissan;2017;77123;1197;74900
104989;nissan;2021;2;1332;124500
104990;nissan;2018;66657;1461;82900
104991;nissan;2016;100077;1197;60000
104992;nissan;2018;44615;1197;96900
104993;nissan;2015;130000;1618;63900
104994;nissan;2016;96981;1197;68000
104995;nissan;2021;156;1332;139900
104996;nissan;2018;15000;1197;69500
104997;nissan;2020;17466;1332;94900
